train_loss,epoch,step
7.329685211181641,49,49
5.487020492553711,99,99
4.409902572631836,149,149
3.7937095165252686,199,199
3.3682966232299805,249,249
3.062448024749756,299,299
2.8285021781921387,349,349
2.630491256713867,399,399
2.4611294269561768,449,449
2.3162875175476074,499,499
2.184602737426758,549,549
2.054377555847168,599,599
1.9564414024353027,649,649
1.8442208766937256,699,699
1.750616192817688,749,749
1.6392357349395752,799,799
1.5544836521148682,849,849
1.4651787281036377,899,899
1.3802580833435059,949,949
1.3103623390197754,999,999
1.2333037853240967,1049,1049
1.1699659824371338,1099,1099
1.1197608709335327,1149,1149
1.0539090633392334,1199,1199
0.9971966743469238,1249,1249
0.9486666917800903,1299,1299
0.8835520148277283,1349,1349
0.8498716354370117,1399,1399
0.7834581732749939,1449,1449
0.7512685656547546,1499,1499
0.7211676836013794,1549,1549
0.671340823173523,1599,1599
0.6410459280014038,1649,1649
0.6008161902427673,1699,1699
0.5678038597106934,1749,1749
0.5298430919647217,1799,1799
0.5054824352264404,1849,1849
0.4822677671909332,1899,1899
0.44995084404945374,1949,1949
0.42210888862609863,1999,1999
0.4044245183467865,2049,2049
0.3818078637123108,2099,2099
0.3650887608528137,2149,2149
0.34459084272384644,2199,2199
0.3287137448787689,2249,2249
0.31270715594291687,2299,2299
0.29817986488342285,2349,2349
0.28548598289489746,2399,2399
0.27180561423301697,2449,2449
0.26304012537002563,2499,2499
0.2535775303840637,2549,2549
0.2411128580570221,2599,2599
0.23107323050498962,2649,2649
0.2237921506166458,2699,2699
0.2174958884716034,2749,2749
0.2084057480096817,2799,2799
0.20259764790534973,2849,2849
0.19485192000865936,2899,2899
0.19097842276096344,2949,2949
0.18578016757965088,2999,2999
0.17967726290225983,3049,3049
0.1737624555826187,3099,3099
0.16857491433620453,3149,3149
0.1649205982685089,3199,3199
0.16092772781848907,3249,3249
0.15739810466766357,3299,3299
0.1537168025970459,3349,3349
0.14963138103485107,3399,3399
0.14694058895111084,3449,3449
0.14193567633628845,3499,3499
0.13882623612880707,3549,3549
0.1365184187889099,3599,3599
0.1343146562576294,3649,3649
0.13113531470298767,3699,3699
0.12909440696239471,3749,3749
0.12655800580978394,3799,3799
0.12445242702960968,3849,3849
0.12125276774168015,3899,3899
0.11958281695842743,3949,3949
0.11731960624456406,3999,3999
0.11535781621932983,4049,4049
0.11338751763105392,4099,4099
0.11112387478351593,4149,4149
0.10988656431436539,4199,4199
0.10817744582891464,4249,4249
0.10637881606817245,4299,4299
0.10477035492658615,4349,4349
0.10315947979688644,4399,4399
0.10136422514915466,4449,4449
0.0998508408665657,4499,4499
0.09857213497161865,4549,4549
0.0967777669429779,4599,4599
0.09581992030143738,4649,4649
0.09428388625383377,4699,4699
0.09327429533004761,4749,4749
0.09167751669883728,4799,4799
0.09041126817464828,4849,4849
0.08953233063220978,4899,4899
0.0880265012383461,4949,4949
0.08715459704399109,4999,4999
